stck_prpr,stck_oprc,stck_hgpr,stck_lwpr,cntg_vol
196100,196100,196100,196100,46964
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196300,196300,196300,0
196300,196200,196300,196100,2371
196200,196200,196300,196100,1205
196300,196300,196300,196100,1273
196300,196100,196300,196000,2238
196200,196300,196300,196100,3699
196300,196400,196400,196200,3686
196400,196400,196500,196300,1475
196400,196300,196400,196300,862
196300,196300,196400,196200,2378
196300,196300,196400,196200,2689
196400,196500,196500,196200,3401
196500,196400,196600,196300,1965
196400,196400,196400,196300,1881
196400,196300,196400,196200,1266
196300,196200,196300,196100,3929
196200,196200,196300,196100,3314
196200,196100,196200,196100,2273
196200,196200,196200,196000,2087
196200,196100,196200,196000,2004
196200,196000,196300,195900,2744
196000,195700,196000,195600,3028
195700,195600,195700,195400,4893
195600,195650,195700,195500,3643
195600,195600,195700,195500,5578
195600,195800,195800,195500,4936
195800,195900,195900,195700,2208
195900,196100,196100,195800,7388
196100,196200,196200,196000,5363
196200,196300,196400,196100,4800
196300,196300,196400,196200,2449
196400,196400,196400,196300,1306
196300,196200,196400,196200,2281
196300,196400,196500,196200,2809
196400,196400,196400,196200,4018
196400,196500,196600,196300,3898
196500,196600,196600,196500,1477
196600,196700,196700,196500,1947
196700,196600,196700,196500,1355
196600,196500,196600,196500,981
196500,196600,196600,196400,3763
196500,196900,196900,196500,4443
196900,197000,197100,196800,5122
197100,197100,197200,197000,2149
197100,197100,197200,197000,1708
197100,197200,197200,197000,4118
197200,197500,197500,197100,2468
197500,197600,197600,197400,2614
197500,197700,197700,197500,2799
197700,197600,197700,197600,312
197600,197700,197800,197600,1961
197800,197800,197900,197700,1126
197900,197900,197900,197800,1632
197900,197900,198000,197800,1733
198000,198100,198100,198000,3640
198100,198000,198100,198000,2654
198100,198100,198100,198000,1742
198100,198100,198200,198000,2025
198100,198300,198300,198100,1945
198300,198300,198300,198200,400
198300,198400,198400,198200,2559
198400,198300,198400,198300,676
198400,198400,198400,198300,490
198400,198300,198400,198300,585
198300,198400,198400,198300,1086
198400,198500,198500,198400,884
198500,198400,198600,198200,4295
198400,198300,198500,198300,1961
198400,198400,198400,198300,1540
198400,198600,198700,198300,8699
198700,198700,198700,198600,576
198700,198700,198700,198600,991
198700,198700,198800,198600,1173
198700,198800,198800,198600,1066
198800,198900,198900,198700,1048
198900,199000,199000,198800,1795
198900,198900,199000,198900,632
198900,199000,199000,198900,1240
199000,199000,199100,198900,1558
199000,199100,199100,198900,2769
199100,199200,199200,199000,1037
