stck_prpr,stck_oprc,stck_hgpr,stck_lwpr,cntg_vol
100700,100700,100700,100700,194
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,1
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
100705,100705,100705,100705,0
