stck_prpr,stck_oprc,stck_hgpr,stck_lwpr,cntg_vol
100310,100310,100310,100310,1
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,1
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
100285,100285,100285,100285,0
